ID,pixels,dva,session
52,6.571428571428571,1.4138049609372207,2
53,14.690476190476192,3.1559315306458164,2
54,-5.142857142857142,-1.1064722780913465,2
57,-0.261904761904762,-0.05636870479340955,2
58,15.619047619047619,3.356821719287875,2
59,25.595238095238095,5.490103492822639,2
60,15.261904761904763,3.2799347155382903,2
61,16.666666666666664,3.577761405027685,2
62,10.476190476190474,2.2527239585442524,2
63,7.690476190476191,1.654493629095665,2
64,0.9761904761904763,0.21003734077301967,2
65,9.571428571428571,2.0584658584350546,2
66,-2.0952380952380953,-0.4507561199933664,2
69,3.095238095238095,0.6657629263277302,2
71,10.69047619047619,2.298094175870627,2
72,1.0714285714285714,0.23055785462002235,2
73,0.09523809523809526,0.020469660558234952,2
75,-5.857142857142858,-1.260160566145018,2
76,-2.023809523809524,-0.4344167766280276,2
78,9.761904761904763,2.099481899765415,2
79,19.19047619047619,4.122327893691781,2
81,-10.714285714285714,-2.303974162652948,2
85,11.261904761904763,2.420511548598577,2
86,11.785714285714286,2.5345027149952024,2
87,19.619047619047617,4.21356720502925,2
90,-12.38095238095238,-2.6619280820035662,2
91,2.333333333333333,0.5020492456187463,2
92,-1.880952380952381,-0.40469500437068695,2
93,0.5,0.10758099263576684,2
95,20.30952380952381,4.361815316497779,2
96,2.8333333333333335,0.6096348715120266,2
97,0.9285714285714286,0.19981291578739607,2
98,2.8095238095238093,0.6044778813591554,2
99,8.523809523809524,1.8336203457989504,2
102,13.80952380952381,2.968416818707901,2
103,6.238095238095238,1.341844849139796,2
106,-10.571428571428571,-2.2728295065104662,2
107,-2.738095238095238,-0.588649132771794,2
109,27.595238095238095,5.9165865490238225,2
110,8.761904761904763,1.8847253106236737,2
111,8.404761904761905,1.8080675564584388,2
112,-0.7857142857142856,-0.16907491238257094,2
114,7.785714285714286,1.6747354981041123,2
115,10.380952380952381,2.232775727933758,2
116,0.21428571428571433,0.046115386622273824,2
117,16.595238095238095,3.5660811469731843,2
118,3.6904761904761907,0.7940767581035049,2
